Place,Business2015,Employment2015
"Z93793 (Fresno, CA)",2,a
"Z93794 (Fresno, CA)",2,a
"Z93888 (Fresno, CA)",2,a
"Z93901 (Salinas, CA)",1316,21562
"Z93902 (Salinas, CA)",25,421
"Z93905 (Salinas, CA)",425,4174
"Z93906 (Salinas, CA)",637,8575
"Z93907 (Salinas, CA)",421,4899
"Z93908 (Salinas, CA)",299,2575
"Z93912 (Salinas, CA)",18,132
"Z93915 (Salinas, CA)",2,a
"Z93920 (Big Sur, CA)",52,1291
"Z93921 (Carmel By The Sea, CA)",309,2888
"Z93922 (Carmel, CA)",24,123
"Z93923 (Carmel, CA)",541,4787
"Z93924 (Carmel Valley, CA)",222,1286
"Z93925 (Chualar, CA)",20,127
"Z93926 (Gonzales, CA)",92,929
"Z93927 (Greenfield, CA)",121,839
"Z93928 (Jolon, CA)",5,66
"Z93930 (King City, CA)",201,1844
"Z93932 (Lockwood, CA)",5,19
"Z93933 (Marina, CA)",318,3091
"Z93940 (Monterey, CA)",1784,27445
"Z93942 (Monterey, CA)",21,218
"Z93943 (Monterey, CA)",10,69
"Z93944 (Monterey, CA)",13,180
"Z93950 (Pacific Grove, CA)",444,3430
"Z93953 (Pebble Beach, CA)",94,2487
"Z93954 (San Lucas, CA)",2,a
"Z93955 (Seaside, CA)",568,6887
"Z93960 (Soledad, CA)",150,1296
"Z93962 (Spreckels, CA)",7,37
"Z94002 (Belmont, CA)",712,8167
"Z94005 (Brisbane, CA)",288,7070
"Z94010 (Burlingame, CA)",2221,38304
"Z94011 (Burlingame, CA)",19,121
"Z94014 (Daly City, CA)",596,8309
"Z94015 (Daly City, CA)",871,12755
"Z94016 (Daly City, CA)",1,a
"Z94017 (Daly City, CA)",9,188
"Z94018 (El Granada, CA)",72,577
"Z94019 (Half Moon Bay, CA)",437,4250
"Z94020 (La Honda, CA)",24,145
"Z94021 (Loma Mar, CA)",10,58
"Z94022 (Los Altos, CA)",932,8474
"Z94023 (Los Altos, CA)",9,36
"Z94024 (Los Altos, CA)",465,2521
"Z94025 (Menlo Park, CA)",1728,34913
"Z94026 (Menlo Park, CA)",20,71
"Z94027 (Atherton, CA)",177,1752
"Z94028 (Portola Valley, CA)",188,1338
"Z94030 (Millbrae, CA)",531,4758
"Z94035 (Mountain View, CA)",65,2157
"Z94037 (Montara, CA)",60,266
"Z94038 (Moss Beach, CA)",45,315
"Z94039 (Mountain View, CA)",3,15
"Z94040 (Mountain View, CA)",1012,16433
"Z94041 (Mountain View, CA)",489,8553
"Z94042 (Mountain View, CA)",11,322
"Z94043 (Mountain View, CA)",1182,58271
"Z94044 (Pacifica, CA)",557,3976
"Z94060 (Pescadero, CA)",37,412
"Z94061 (Redwood City, CA)",560,4656
"Z94062 (Redwood City, CA)",682,5093
"Z94063 (Redwood City, CA)",1606,33307
"Z94064 (Redwood City, CA)",18,217
"Z94065 (Redwood City, CA)",475,21129
"Z94066 (San Bruno, CA)",998,12742
"Z94070 (San Carlos, CA)",1377,17082
"Z94074 (San Gregorio, CA)",9,21
"Z94080 (South San Francisco, CA)",2145,59625
"Z94083 (South San Francisco, CA)",21,342
"Z94085 (Sunnyvale, CA)",831,36044
"Z94086 (Sunnyvale, CA)",913,19009
"Z94087 (Sunnyvale, CA)",1127,10299
"Z94088 (Sunnyvale, CA)",16,f
"Z94089 (Sunnyvale, CA)",600,39740
"Z94102 (San Francisco, CA)",1777,33679
"Z94103 (San Francisco, CA)",2968,65511
"Z94104 (San Francisco, CA)",2161,45522
"Z94105 (San Francisco, CA)",2355,101058
"Z94107 (San Francisco, CA)",2441,59414
"Z94108 (San Francisco, CA)",1745,28367
"Z94109 (San Francisco, CA)",1769,24911
"Z94110 (San Francisco, CA)",2079,25379
"Z94111 (San Francisco, CA)",2607,61702
"Z94112 (San Francisco, CA)",829,6551
"Z94114 (San Francisco, CA)",1092,8800
"Z94115 (San Francisco, CA)",1267,18308
"Z94116 (San Francisco, CA)",674,5785
"Z94117 (San Francisco, CA)",983,13611
"Z94118 (San Francisco, CA)",1309,12950
"Z94119 (San Francisco, CA)",10,117
"Z94120 (San Francisco, CA)",7,622
"Z94121 (San Francisco, CA)",744,4847
"Z94122 (San Francisco, CA)",1076,7428
"Z94123 (San Francisco, CA)",1159,9619
"Z94124 (San Francisco, CA)",1214,21547
"Z94125 (San Francisco, CA)",7,372
"Z94126 (San Francisco, CA)",9,85
"Z94127 (San Francisco, CA)",490,2537
"Z94128 (San Francisco, CA)",183,11323
"Z94129 (San Francisco, CA)",257,4607
"Z94130 (San Francisco, CA)",48,1030
"Z94131 (San Francisco, CA)",429,2892
"Z94132 (San Francisco, CA)",482,6303
"Z94133 (San Francisco, CA)",1452,19628
"Z94134 (San Francisco, CA)",359,3711
"Z94137 (San Francisco, CA)",2,b
"Z94139 (San Francisco, CA)",4,b
"Z94140 (San Francisco, CA)",4,9
"Z94141 (San Francisco, CA)",9,72
"Z94142 (San Francisco, CA)",3,9
"Z94143 (San Francisco, CA)",12,i
"Z94144 (San Francisco, CA)",1,a
"Z94145 (San Francisco, CA)",2,a
"Z94146 (San Francisco, CA)",7,27
"Z94147 (San Francisco, CA)",6,11
"Z94158 (San Francisco, CA)",140,4722
"Z94159 (San Francisco, CA)",3,a
"Z94164 (San Francisco, CA)",3,a
"Z94172 (San Francisco, CA)",1,a
"Z94188 (San Francisco, CA)",7,35
"Z94203 (Sacramento, CA)",13,g
"Z94205 (Sacramento, CA)",1,a
"Z94208 (Sacramento, CA)",3,b
"Z94230 (Sacramento, CA)",5,c
"Z94240 (Sacramento, CA)",1,b
"Z94250 (Sacramento, CA)",1,b
"Z94252 (Sacramento, CA)",1,a
"Z94258 (Sacramento, CA)",1,b
"Z94295 (Sacramento, CA)",1,a
"Z94301 (Palo Alto, CA)",1418,23121
"Z94302 (Palo Alto, CA)",7,15
"Z94303 (Palo Alto, CA)",890,17493
"Z94304 (Palo Alto, CA)",443,61367
"Z94305 (Stanford, CA)",103,11470
"Z94306 (Palo Alto, CA)",1044,12004
"Z94309 (Palo Alto, CA)",30,105
"Z94401 (San Mateo, CA)",1082,12174
"Z94402 (San Mateo, CA)",1017,13752
"Z94403 (San Mateo, CA)",1142,27510
"Z94404 (San Mateo, CA)",938,28149
"Z94497 (San Mateo, CA)",4,b
"Z94501 (Alameda, CA)",1429,17637
"Z94502 (Alameda, CA)",265,8012
"Z94503 (American Canyon, CA)",307,5061
"Z94505 (Discovery Bay, CA)",104,606
"Z94506 (Danville, CA)",452,3562
"Z94507 (Alamo, CA)",426,2889
"Z94508 (Angwin, CA)",68,1536
"Z94509 (Antioch, CA)",930,11851
"Z94510 (Benicia, CA)",825,12107
"Z94511 (Bethel Island, CA)",41,275
"Z94512 (Birds Landing, CA)",8,120
"Z94513 (Brentwood, CA)",1094,14326
"Z94514 (Byron, CA)",76,826
"Z94515 (Calistoga, CA)",255,3197
"Z94516 (Canyon, CA)",3,32
"Z94517 (Clayton, CA)",185,1490
"Z94518 (Concord, CA)",443,4024
"Z94519 (Concord, CA)",267,1761
"Z94520 (Concord, CA)",1913,39207
"Z94521 (Concord, CA)",532,5032
"Z94522 (Concord, CA)",7,34
"Z94523 (Pleasant Hill, CA)",1059,14151
"Z94524 (Concord, CA)",10,272
"Z94525 (Crockett, CA)",42,1103
"Z94526 (Danville, CA)",1068,8978
"Z94527 (Concord, CA)",3,24
"Z94528 (Diablo, CA)",22,1252
"Z94529 (Concord, CA)",3,b
"Z94530 (El Cerrito, CA)",547,4619
"Z94531 (Antioch, CA)",405,5974
"Z94533 (Fairfield, CA)",1260,20124
"Z94534 (Fairfield, CA)",632,9956
"Z94535 (Travis Afb, CA)",63,2691
"Z94536 (Fremont, CA)",949,6911
"Z94537 (Fremont, CA)",11,135
"Z94538 (Fremont, CA)",2713,69812
"Z94539 (Fremont, CA)",1405,17679
"Z94540 (Hayward, CA)",7,156
"Z94541 (Hayward, CA)",989,10856
"Z94542 (Hayward, CA)",108,1012
"Z94543 (Hayward, CA)",6,62
"Z94544 (Hayward, CA)",1107,17580
"Z94545 (Hayward, CA)",1616,31277
"Z94546 (Castro Valley, CA)",801,7954
"Z94547 (Hercules, CA)",204,4022
"Z94548 (Knightsen, CA)",11,66
"Z94549 (Lafayette, CA)",1070,9668
"Z94550 (Livermore, CA)",1285,24841
"Z94551 (Livermore, CA)",1110,19341
"Z94552 (Castro Valley, CA)",178,1001
"Z94553 (Martinez, CA)",1051,15056
"Z94555 (Fremont, CA)",402,6952
"Z94556 (Moraga, CA)",298,3549
"Z94557 (Hayward, CA)",5,c
"Z94558 (Napa, CA)",1680,24821
"Z94559 (Napa, CA)",1082,13202
"Z94560 (Newark, CA)",1072,17710
"Z94561 (Oakley, CA)",332,2543
"Z94562 (Oakville, CA)",23,758
"Z94563 (Orinda, CA)",512,2982
"Z94564 (Pinole, CA)",443,4743
"Z94565 (Pittsburg, CA)",843,11274
"Z94566 (Pleasanton, CA)",1437,17376
"Z94567 (Pope Valley, CA)",24,116
"Z94568 (Dublin, CA)",1311,19929
"Z94569 (Port Costa, CA)",10,85
"Z94570 (Moraga, CA)",4,8
"Z94571 (Rio Vista, CA)",143,1323
"Z94572 (Rodeo, CA)",79,996
"Z94573 (Rutherford, CA)",48,1446
"Z94574 (Saint Helena, CA)",564,8629
"Z94575 (Moraga, CA)",5,117
"Z94576 (Deer Park, CA)",12,207
"Z94577 (San Leandro, CA)",1727,34463
"Z94578 (San Leandro, CA)",538,10881
"Z94579 (San Leandro, CA)",198,2015
"Z94580 (San Lorenzo, CA)",240,3676
"Z94581 (Napa, CA)",17,110
"Z94582 (San Ramon, CA)",437,1968
"Z94583 (San Ramon, CA)",1982,38566
"Z94585 (Suisun City, CA)",278,2507
"Z94586 (Sunol, CA)",38,456
"Z94587 (Union City, CA)",1128,21108
"Z94588 (Pleasanton, CA)",1754,45111
"Z94589 (Vallejo, CA)",291,8840
"Z94590 (Vallejo, CA)",698,8369
"Z94591 (Vallejo, CA)",498,5988
"Z94592 (Vallejo, CA)",53,1626
"Z94595 (Walnut Creek, CA)",299,3106
"Z94596 (Walnut Creek, CA)",2104,32710
"Z94597 (Walnut Creek, CA)",567,9347
"Z94598 (Walnut Creek, CA)",889,17373
"Z94599 (Yountville, CA)",111,2651
"Z94601 (Oakland, CA)",665,8965
"Z94602 (Oakland, CA)",423,3232
"Z94603 (Oakland, CA)",242,4088
"Z94604 (Oakland, CA)",6,16
"Z94605 (Oakland, CA)",344,2977
"Z94606 (Oakland, CA)",550,7299
"Z94607 (Oakland, CA)",1408,23480
"Z94608 (Emeryville, CA)",1180,28619
"Z94609 (Oakland, CA)",722,11871
"Z94610 (Oakland, CA)",704,5516
"Z94611 (Oakland, CA)",960,11038
"Z94612 (Oakland, CA)",1772,35073
"Z94613 (Oakland, CA)",7,g
"Z94614 (Oakland, CA)",1,a
"Z94615 (Oakland, CA)",2,b
"Z94617 (Oakland, CA)",3,17
"Z94618 (Oakland, CA)",481,5359
"Z94619 (Oakland, CA)",295,3746
"Z94620 (Piedmont, CA)",1,a
"Z94621 (Oakland, CA)",781,24351
"Z94622 (Oakland, CA)",1,a
"Z94623 (Oakland, CA)",6,129
"Z94624 (Oakland, CA)",2,a
"Z94649 (Oakland, CA)",1,a
"Z94661 (Oakland, CA)",2,a
"Z94662 (Emeryville, CA)",5,41
"Z94701 (Berkeley, CA)",6,98
"Z94702 (Berkeley, CA)",395,3128
"Z94703 (Berkeley, CA)",305,2970
"Z94704 (Berkeley, CA)",955,10649
"Z94705 (Berkeley, CA)",553,6245
"Z94706 (Albany, CA)",482,3786
"Z94707 (Berkeley, CA)",373,2129
"Z94708 (Berkeley, CA)",157,660
"Z94709 (Berkeley, CA)",322,3757
"Z94710 (Berkeley, CA)",901,16087
"Z94712 (Berkeley, CA)",3,13
"Z94720 (Berkeley, CA)",37,711
"Z94801 (Richmond, CA)",389,8425
"Z94802 (Richmond, CA)",14,1025
"Z94803 (El Sobrante, CA)",333,2126
"Z94804 (Richmond, CA)",651,12977
"Z94805 (Richmond, CA)",186,1484
"Z94806 (San Pablo, CA)",735,10270
"Z94807 (Richmond, CA)",9,19
"Z94808 (Richmond, CA)",3,a
"Z94820 (El Sobrante, CA)",3,a
"Z94901 (San Rafael, CA)",2043,22208
"Z94903 (San Rafael, CA)",1126,15913
"Z94904 (Greenbrae, CA)",456,5061
"Z94912 (San Rafael, CA)",9,30
"Z94913 (San Rafael, CA)",6,15
"Z94914 (Kentfield, CA)",4,7
"Z94915 (San Rafael, CA)",7,30
"Z94920 (Belvedere Tiburon, CA)",368,2069
"Z94922 (Bodega, CA)",10,26
"Z94923 (Bodega Bay, CA)",52,629
"Z94924 (Bolinas, CA)",48,225
"Z94925 (Corte Madera, CA)",512,6250
"Z94926 (Rohnert Park, CA)",2,a
"Z94927 (Rohnert Park, CA)",15,69
"Z94928 (Rohnert Park, CA)",827,11569
"Z94929 (Dillon Beach, CA)",9,22
"Z94930 (Fairfax, CA)",266,1457
"Z94931 (Cotati, CA)",308,3313
"Z94933 (Forest Knolls, CA)",13,81
"Z94937 (Inverness, CA)",35,141
"Z94938 (Lagunitas, CA)",18,59
"Z94939 (Larkspur, CA)",402,4134
"Z94940 (Marshall, CA)",12,125
"Z94941 (Mill Valley, CA)",1172,7996
"Z94942 (Mill Valley, CA)",19,133
"Z94945 (Novato, CA)",731,7957
"Z94946 (Nicasio, CA)",29,232
"Z94947 (Novato, CA)",461,3567
"Z94948 (Novato, CA)",33,307
"Z94949 (Novato, CA)",600,9964
"Z94950 (Olema, CA)",14,134
"Z94951 (Penngrove, CA)",100,372
"Z94952 (Petaluma, CA)",1242,12677
"Z94953 (Petaluma, CA)",9,34
"Z94954 (Petaluma, CA)",935,14187
"Z94955 (Petaluma, CA)",7,499
"Z94956 (Point Reyes Station, CA)",85,675
"Z94957 (Ross, CA)",60,348
"Z94960 (San Anselmo, CA)",505,3218
"Z94963 (San Geronimo, CA)",16,176
"Z94964 (San Quentin, CA)",9,20
"Z94965 (Sausalito, CA)",751,6602
"Z94966 (Sausalito, CA)",8,42
"Z94970 (Stinson Beach, CA)",29,185
"Z94971 (Tomales, CA)",6,42
"Z94972 (Valley Ford, CA)",9,39
"Z94973 (Woodacre, CA)",34,109
"Z94975 (Petaluma, CA)",10,81
"Z94976 (Corte Madera, CA)",7,239
"Z94977 (Larkspur, CA)",1,a
"Z94978 (Fairfax, CA)",4,6
"Z94979 (San Anselmo, CA)",9,30
"Z94998 (Novato, CA)",10,f
"Z95001 (Aptos, CA)",13,38
"Z95002 (Alviso, CA)",54,3382
"Z95003 (Aptos, CA)",628,4755
"Z95004 (Aromas, CA)",61,419
"Z95005 (Ben Lomond, CA)",104,580
"Z95006 (Boulder Creek, CA)",147,846
"Z95007 (Brookdale, CA)",7,86
"Z95008 (Campbell, CA)",2052,29129
"Z95009 (Campbell, CA)",1,a
"Z95010 (Capitola, CA)",545,6737
"Z95011 (Campbell, CA)",8,e
"Z95012 (Castroville, CA)",150,2431
"Z95013 (Coyote, CA)",8,55
"Z95014 (Cupertino, CA)",1689,41962
"Z95015 (Cupertino, CA)",6,88
"Z95017 (Davenport, CA)",14,195
"Z95018 (Felton, CA)",178,1071
"Z95019 (Freedom, CA)",130,1025
"Z95020 (Gilroy, CA)",1378,17567
"Z95021 (Gilroy, CA)",11,58
"Z95023 (Hollister, CA)",825,9612
"Z95024 (Hollister, CA)",9,64
"Z95026 (Holy City, CA)",2,a
"Z95030 (Los Gatos, CA)",725,6660
"Z95031 (Los Gatos, CA)",20,190
"Z95032 (Los Gatos, CA)",1008,10798
"Z95033 (Los Gatos, CA)",147,646
"Z95035 (Milpitas, CA)",2178,49871
"Z95036 (Milpitas, CA)",8,46
"Z95037 (Morgan Hill, CA)",1220,15344
"Z95038 (Morgan Hill, CA)",16,175
"Z95039 (Moss Landing, CA)",62,1067
"Z95041 (Mount Hermon, CA)",6,c
"Z95042 (New Almaden, CA)",1,a
"Z95043 (Paicines, CA)",20,g
"Z95044 (Redwood Estates, CA)",4,13
"Z95045 (San Juan Bautista, CA)",72,1070
"Z95046 (San Martin, CA)",154,1119
"Z95050 (Santa Clara, CA)",1541,34864
"Z95051 (Santa Clara, CA)",1192,18772
"Z95052 (Santa Clara, CA)",21,2591
"Z95053 (Santa Clara, CA)",17,h
"Z95054 (Santa Clara, CA)",1909,73429
"Z95055 (Santa Clara, CA)",5,12
"Z95056 (Santa Clara, CA)",6,b
"Z95060 (Santa Cruz, CA)",1582,18437
"Z95061 (Santa Cruz, CA)",17,110
"Z95062 (Santa Cruz, CA)",1012,9994
"Z95063 (Santa Cruz, CA)",9,30
"Z95064 (Santa Cruz, CA)",8,63
"Z95065 (Santa Cruz, CA)",274,4014
"Z95066 (Scotts Valley, CA)",497,7249
"Z95067 (Scotts Valley, CA)",9,410
"Z95070 (Saratoga, CA)",778,5159
"Z95071 (Saratoga, CA)",3,17
"Z95073 (Soquel, CA)",418,3355
"Z95075 (Tres Pinos, CA)",14,91
"Z95076 (Watsonville, CA)",1395,16623
"Z95077 (Watsonville, CA)",13,403
"Z95101 (San Jose, CA)",6,220
"Z95103 (San Jose, CA)",2,a
"Z95106 (San Jose, CA)",2,a
"Z95109 (San Jose, CA)",3,a
"Z95110 (San Jose, CA)",1041,38424
"Z95111 (San Jose, CA)",592,4483
"Z95112 (San Jose, CA)",2214,41418
"Z95113 (San Jose, CA)",919,17492
"Z95115 (San Jose, CA)",2,a
"Z95116 (San Jose, CA)",639,6638
"Z95117 (San Jose, CA)",349,2899
"Z95118 (San Jose, CA)",576,7206
"Z95119 (San Jose, CA)",352,9152
"Z95120 (San Jose, CA)",512,3361
"Z95121 (San Jose, CA)",423,3744
"Z95122 (San Jose, CA)",853,9824
"Z95123 (San Jose, CA)",1047,12855
"Z95124 (San Jose, CA)",1020,10210
"Z95125 (San Jose, CA)",1381,15952
"Z95126 (San Jose, CA)",1037,12241
"Z95127 (San Jose, CA)",552,4447
"Z95128 (San Jose, CA)",1207,25591
"Z95129 (San Jose, CA)",1043,12411
"Z95130 (San Jose, CA)",160,1308
"Z95131 (San Jose, CA)",1382,41440
"Z95132 (San Jose, CA)",378,2976
"Z95133 (San Jose, CA)",390,7772
"Z95134 (San Jose, CA)",632,43592
"Z95135 (San Jose, CA)",247,2001
"Z95136 (San Jose, CA)",441,5664
"Z95138 (San Jose, CA)",327,8553
"Z95139 (San Jose, CA)",77,380
"Z95140 (Mount Hamilton, CA)",15,63
"Z95141 (San Jose, CA)",8,g
"Z95148 (San Jose, CA)",402,2960
"Z95150 (San Jose, CA)",13,88
"Z95151 (San Jose, CA)",5,b
"Z95152 (San Jose, CA)",2,b
"Z95153 (San Jose, CA)",7,c
"Z95154 (San Jose, CA)",9,17
"Z95155 (San Jose, CA)",5,17
"Z95156 (San Jose, CA)",5,78
"Z95157 (San Jose, CA)",3,10
"Z95158 (San Jose, CA)",4,b
"Z95159 (San Jose, CA)",8,50
"Z95160 (San Jose, CA)",7,21
"Z95161 (San Jose, CA)",9,26
"Z95164 (San Jose, CA)",20,e
"Z95170 (San Jose, CA)",3,20
"Z95173 (San Jose, CA)",2,b
"Z95190 (San Jose, CA)",1,c
"Z95191 (San Jose, CA)",1,a
"Z95192 (San Jose, CA)",10,987
"Z95193 (San Jose, CA)",2,a
"Z95201 (Stockton, CA)",33,570
"Z95202 (Stockton, CA)",322,5245
"Z95203 (Stockton, CA)",306,5505
"Z95204 (Stockton, CA)",415,8791
"Z95205 (Stockton, CA)",667,9836
"Z95206 (Stockton, CA)",565,12360
"Z95207 (Stockton, CA)",1208,18917
"Z95208 (Stockton, CA)",9,90
"Z95209 (Stockton, CA)",280,3168
"Z95210 (Stockton, CA)",376,6152
"Z95211 (Stockton, CA)",13,184
"Z95212 (Stockton, CA)",215,3642
"Z95213 (Stockton, CA)",8,41
"Z95215 (Stockton, CA)",368,7232
"Z95219 (Stockton, CA)",473,7515
"Z95220 (Acampo, CA)",118,1053
"Z95221 (Altaville, CA)",23,151
"Z95222 (Angels Camp, CA)",138,1276
"Z95223 (Arnold, CA)",123,987
"Z95224 (Avery, CA)",15,51
"Z95225 (Burson, CA)",10,28
"Z95226 (Campo Seco, CA)",1,a
"Z95227 (Clements, CA)",15,102
"Z95228 (Copperopolis, CA)",55,337
"Z95229 (Douglas Flat, CA)",7,65
"Z95230 (Farmington, CA)",7,29
"Z95231 (French Camp, CA)",87,3342
"Z95233 (Hathaway Pines, CA)",7,17
"Z95234 (Holt, CA)",2,a
"Z95236 (Linden, CA)",61,642
"Z95237 (Lockeford, CA)",80,666
"Z95240 (Lodi, CA)",1088,15101
"Z95241 (Lodi, CA)",19,83
"Z95242 (Lodi, CA)",476,6482
"Z95245 (Mokelumne Hill, CA)",14,56
"Z95246 (Mountain Ranch, CA)",15,107
"Z95247 (Murphys, CA)",135,910
"Z95248 (Rail Road Flat, CA)",3,7
"Z95249 (San Andreas, CA)",119,1151
"Z95251 (Vallecito, CA)",22,124
"Z95252 (Valley Springs, CA)",178,1175
"Z95253 (Victor, CA)",9,49
"Z95254 (Wallace, CA)",6,31
"Z95255 (West Point, CA)",23,65
"Z95257 (Wilseyville, CA)",5,14
"Z95258 (Woodbridge, CA)",48,438
"Z95267 (Stockton, CA)",7,45
"Z95269 (Stockton, CA)",6,14
"Z95296 (Stockton, CA)",3,4
"Z95297 (Stockton, CA)",1,a
"Z95301 (Atwater, CA)",407,6054
"Z95303 (Ballico, CA)",19,443
"Z95304 (Tracy, CA)",458,9445
"Z95305 (Big Oak Flat, CA)",11,50
"Z95306 (Catheys Valley, CA)",14,98
"Z95307 (Ceres, CA)",502,7004
"Z95309 (Chinese Camp, CA)",3,c
"Z95310 (Columbia, CA)",34,220
"Z95311 (Coulterville, CA)",19,35
"Z95312 (Cressey, CA)",3,10
"Z95313 (Crows Landing, CA)",17,177
"Z95315 (Delhi, CA)",70,787
"Z95316 (Denair, CA)",71,333
"Z95317 (El Nido, CA)",3,b
"Z95318 (El Portal, CA)",14,272
"Z95319 (Empire, CA)",16,117
"Z95320 (Escalon, CA)",216,1764
"Z95321 (Groveland, CA)",74,514
"Z95322 (Gustine, CA)",111,1458
"Z95323 (Hickman, CA)",9,128
"Z95324 (Hilmar, CA)",97,2210
"Z95325 (Hornitos, CA)",2,a
"Z95326 (Hughson, CA)",140,1417
"Z95327 (Jamestown, CA)",95,680
"Z95328 (Keyes, CA)",15,123
"Z95329 (La Grange, CA)",24,74
"Z95330 (Lathrop, CA)",270,6059
"Z95333 (Le Grand, CA)",23,141
"Z95334 (Livingston, CA)",121,4456
"Z95335 (Long Barn, CA)",14,123
"Z95336 (Manteca, CA)",760,9987
"Z95337 (Manteca, CA)",438,6457
"Z95338 (Mariposa, CA)",210,1487
"Z95340 (Merced, CA)",818,10495
"Z95341 (Merced, CA)",162,2551
"Z95343 (Merced, CA)",1,a
"Z95344 (Merced, CA)",10,65
"Z95345 (Midpines, CA)",11,36
"Z95346 (Mi Wuk Village, CA)",22,69
"Z95348 (Merced, CA)",443,6380
"Z95350 (Modesto, CA)",1207,20338
"Z95351 (Modesto, CA)",641,9250
"Z95352 (Modesto, CA)",20,344
"Z95353 (Modesto, CA)",32,6230
"Z95354 (Modesto, CA)",930,13091
"Z95355 (Modesto, CA)",740,9210
"Z95356 (Modesto, CA)",932,17668
"Z95357 (Modesto, CA)",179,3816
"Z95358 (Modesto, CA)",305,5824
"Z95360 (Newman, CA)",107,1182
"Z95361 (Oakdale, CA)",611,6138
"Z95363 (Patterson, CA)",253,4847
"Z95364 (Pinecrest, CA)",12,316
"Z95365 (Planada, CA)",18,116
"Z95366 (Ripon, CA)",282,3621
"Z95367 (Riverbank, CA)",230,3227
"Z95368 (Salida, CA)",150,2026
"Z95369 (Snelling, CA)",9,70
"Z95370 (Sonora, CA)",825,8290
"Z95372 (Soulsbyville, CA)",21,117
"Z95373 (Standard, CA)",4,a
"Z95374 (Stevinson, CA)",24,184
"Z95375 (Strawberry, CA)",9,49
"Z95376 (Tracy, CA)",890,13847
"Z95377 (Tracy, CA)",297,4193
"Z95378 (Tracy, CA)",19,239
"Z95379 (Tuolumne, CA)",41,1293
"Z95380 (Turlock, CA)",1047,15971
"Z95381 (Turlock, CA)",33,595
"Z95382 (Turlock, CA)",462,5792
"Z95383 (Twain Harte, CA)",99,531
"Z95385 (Vernalis, CA)",11,137
"Z95386 (Waterford, CA)",95,765
"Z95387 (Westley, CA)",28,421
"Z95388 (Winton, CA)",67,339
"Z95389 (Yosemite National Park, CA)",56,f
"Z95391 (Tracy, CA)",72,215
"Z95397 (Modesto, CA)",1,a
"Z95401 (Santa Rosa, CA)",1219,14772
"Z95402 (Santa Rosa, CA)",40,393
"Z95403 (Santa Rosa, CA)",1442,24557
"Z95404 (Santa Rosa, CA)",1153,11166
"Z95405 (Santa Rosa, CA)",688,8270
"Z95406 (Santa Rosa, CA)",22,167
"Z95407 (Santa Rosa, CA)",919,15410
"Z95409 (Santa Rosa, CA)",366,2601
"Z95410 (Albion, CA)",20,130
"Z95412 (Annapolis, CA)",7,27
"Z95415 (Boonville, CA)",45,283
"Z95416 (Boyes Hot Springs, CA)",9,101
"Z95418 (Calpella, CA)",6,b
"Z95419 (Camp Meeker, CA)",2,a
"Z95420 (Caspar, CA)",10,118
"Z95421 (Cazadero, CA)",39,231
"Z95422 (Clearlake, CA)",190,2197
"Z95423 (Clearlake Oaks, CA)",32,278
"Z95424 (Clearlake Park, CA)",3,b
"Z95425 (Cloverdale, CA)",225,1972
"Z95426 (Cobb, CA)",25,146
"Z95427 (Comptche, CA)",9,28
"Z95428 (Covelo, CA)",31,243
"Z95429 (Dos Rios, CA)",2,a
"Z95430 (Duncans Mills, CA)",13,87
"Z95431 (Eldridge, CA)",2,b
"Z95432 (Elk, CA)",20,76
"Z95433 (El Verano, CA)",5,36
"Z95435 (Finley, CA)",7,43
"Z95436 (Forestville, CA)",94,626
"Z95437 (Fort Bragg, CA)",472,4088
"Z95439 (Fulton, CA)",27,154
"Z95441 (Geyserville, CA)",76,1775
"Z95442 (Glen Ellen, CA)",104,881
"Z95443 (Glenhaven, CA)",4,41
"Z95444 (Graton, CA)",21,338
"Z95445 (Gualala, CA)",102,582
"Z95446 (Guerneville, CA)",106,1142
"Z95448 (Healdsburg, CA)",762,7691
"Z95449 (Hopland, CA)",33,678
"Z95450 (Jenner, CA)",18,154
"Z95451 (Kelseyville, CA)",144,883
"Z95452 (Kenwood, CA)",55,523
"Z95453 (Lakeport, CA)",351,3471
"Z95454 (Laytonville, CA)",54,324
"Z95456 (Little River, CA)",19,182
"Z95457 (Lower Lake, CA)",64,381
"Z95458 (Lucerne, CA)",18,71
"Z95459 (Manchester, CA)",9,44
"Z95460 (Mendocino, CA)",135,1022
"Z95461 (Middletown, CA)",110,1086
"Z95462 (Monte Rio, CA)",25,130
"Z95463 (Navarro, CA)",5,53
"Z95464 (Nice, CA)",22,420
"Z95465 (Occidental, CA)",51,613
"Z95466 (Philo, CA)",41,427
"Z95467 (Hidden Valley Lake, CA)",47,133
"Z95468 (Point Arena, CA)",37,234
"Z95469 (Potter Valley, CA)",25,99
"Z95470 (Redwood Valley, CA)",91,708
"Z95471 (Rio Nido, CA)",5,14
"Z95472 (Sebastopol, CA)",903,6751
"Z95473 (Sebastopol, CA)",23,72
"Z95476 (Sonoma, CA)",1168,14041
"Z95480 (Stewarts Point, CA)",2,b
"Z95481 (Talmage, CA)",3,121
"Z95482 (Ukiah, CA)",988,10746
"Z95485 (Upper Lake, CA)",34,191
"Z95486 (Villa Grande, CA)",1,a
"Z95487 (Vineburg, CA)",2,a
"Z95488 (Westport, CA)",8,39
"Z95490 (Willits, CA)",292,2592
"Z95492 (Windsor, CA)",559,5636
