Place,Business2011,Employment2011
"Z38869 (Sherman, MS)",16,350
"Z38870 (Smithville, MS)",24,274
"Z38871 (Thaxton, MS)",14,87
"Z38873 (Tishomingo, MS)",30,189
"Z38874 (Toccopola, MS)",4,a
"Z38875 (Trebloc, MS)",1,a
"Z38876 (Tremont, MS)",15,145
"Z38877 (Van Vleet, MS)",5,7
"Z38878 (Vardaman, MS)",33,418
"Z38879 (Verona, MS)",53,1629
"Z38880 (Wheeler, MS)",4,e
"Z38901 (Grenada, MS)",485,7405
"Z38902 (Grenada, MS)",27,264
"Z38913 (Banner, MS)",4,a
"Z38914 (Big Creek, MS)",6,31
"Z38915 (Bruce, MS)",97,1145
"Z38916 (Calhoun City, MS)",109,1064
"Z38917 (Carrollton, MS)",31,198
"Z38920 (Cascilla, MS)",7,b
"Z38921 (Charleston, MS)",100,788
"Z38922 (Coffeeville, MS)",40,224
"Z38923 (Coila, MS)",9,b
"Z38924 (Cruger, MS)",6,a
"Z38925 (Duck Hill, MS)",17,120
"Z38926 (Elliott, MS)",6,155
"Z38927 (Enid, MS)",6,c
"Z38928 (Glendora, MS)",5,14
"Z38929 (Gore Springs, MS)",7,26
"Z38930 (Greenwood, MS)",672,10739
"Z38935 (Greenwood, MS)",38,286
"Z38940 (Holcomb, MS)",16,40
"Z38941 (Itta Bena, MS)",30,1059
"Z38943 (Mc Carley, MS)",5,a
"Z38944 (Minter City, MS)",3,a
"Z38946 (Morgan City, MS)",2,a
"Z38947 (North Carrollton, MS)",13,35
"Z38948 (Oakland, MS)",14,330
"Z38949 (Paris, MS)",3,b
"Z38950 (Philipp, MS)",4,a
"Z38951 (Pittsboro, MS)",6,27
"Z38952 (Schlater, MS)",2,a
"Z38953 (Scobey, MS)",3,8
"Z38954 (Sidon, MS)",6,c
"Z38955 (Slate Spring, MS)",2,b
"Z38957 (Sumner, MS)",14,31
"Z38960 (Tie Plant, MS)",1,b
"Z38961 (Tillatoba, MS)",8,b
"Z38963 (Tutwiler, MS)",19,f
"Z38964 (Vance, MS)",2,a
"Z38965 (Water Valley, MS)",143,1791
"Z38966 (Webb, MS)",21,147
"Z38967 (Winona, MS)",185,2124
"Z39038 (Belzoni, MS)",127,1300
"Z39039 (Benton, MS)",30,153
"Z39040 (Bentonia, MS)",27,260
"Z39041 (Bolton, MS)",29,282
"Z39042 (Brandon, MS)",623,6544
"Z39043 (Brandon, MS)",35,203
"Z39044 (Braxton, MS)",13,46
"Z39045 (Camden, MS)",4,a
"Z39046 (Canton, MS)",391,9667
"Z39047 (Brandon, MS)",483,3379
"Z39051 (Carthage, MS)",248,4064
"Z39054 (Cary, MS)",10,63
"Z39056 (Clinton, MS)",514,5731
"Z39057 (Conehatta, MS)",10,51
"Z39058 (Clinton, MS)",4,g
"Z39059 (Crystal Springs, MS)",178,1854
"Z39060 (Clinton, MS)",15,84
"Z39061 (Delta City, MS)",1,a
"Z39062 (D Lo, MS)",4,10
"Z39063 (Durant, MS)",59,639
"Z39066 (Edwards, MS)",34,214
"Z39067 (Ethel, MS)",7,18
"Z39069 (Fayette, MS)",43,468
"Z39071 (Flora, MS)",85,753
"Z39073 (Florence, MS)",260,1699
"Z39074 (Forest, MS)",294,6921
"Z39077 (Gallman, MS)",2,b
"Z39078 (Georgetown, MS)",10,106
"Z39079 (Goodman, MS)",21,101
"Z39080 (Harperville, MS)",1,a
"Z39082 (Harrisville, MS)",5,b
"Z39083 (Hazlehurst, MS)",187,3831
"Z39086 (Hermanville, MS)",9,c
"Z39087 (Hillsboro, MS)",2,a
"Z39088 (Holly Bluff, MS)",7,a
"Z39090 (Kosciusko, MS)",321,4613
"Z39092 (Lake, MS)",37,358
"Z39094 (Lena, MS)",23,109
"Z39095 (Lexington, MS)",111,998
"Z39096 (Lorman, MS)",11,c
"Z39097 (Louise, MS)",5,41
"Z39098 (Ludlow, MS)",2,b
"Z39108 (Mc Cool, MS)",8,36
"Z39109 (Madden, MS)",6,66
"Z39110 (Madison, MS)",782,10742
"Z39111 (Magee, MS)",247,4393
"Z39113 (Mayersville, MS)",8,84
"Z39114 (Mendenhall, MS)",134,1422
"Z39115 (Midnight, MS)",2,a
"Z39116 (Mize, MS)",21,58
"Z39117 (Morton, MS)",117,1084
"Z39119 (Mount Olive, MS)",52,271
"Z39120 (Natchez, MS)",776,9749
"Z39121 (Natchez, MS)",29,263
"Z39122 (Natchez, MS)",4,22
"Z39130 (Madison, MS)",44,267
"Z39140 (Newhebron, MS)",29,285
"Z39144 (Pattison, MS)",4,17
"Z39145 (Pelahatchie, MS)",87,801
"Z39146 (Pickens, MS)",24,158
"Z39148 (Piney Woods, MS)",1,b
"Z39149 (Pinola, MS)",10,55
"Z39150 (Port Gibson, MS)",108,h
"Z39151 (Puckett, MS)",10,234
"Z39152 (Pulaski, MS)",3,19
"Z39153 (Raleigh, MS)",53,481
"Z39154 (Raymond, MS)",119,1696
"Z39156 (Redwood, MS)",5,27
"Z39157 (Ridgeland, MS)",1393,19847
"Z39158 (Ridgeland, MS)",32,305
"Z39159 (Rolling Fork, MS)",91,672
"Z39160 (Sallis, MS)",8,b
"Z39161 (Sandhill, MS)",4,14
"Z39162 (Satartia, MS)",2,a
"Z39163 (Sharon, MS)",1,a
"Z39165 (Sibley, MS)",2,b
"Z39166 (Silver City, MS)",4,a
"Z39167 (Star, MS)",7,135
"Z39168 (Taylorsville, MS)",85,1702
"Z39169 (Tchula, MS)",24,160
"Z39170 (Terry, MS)",105,548
"Z39171 (Thomastown, MS)",1,a
"Z39173 (Tinsley, MS)",3,b
"Z39174 (Tougaloo, MS)",4,f
"Z39175 (Utica, MS)",39,198
"Z39176 (Vaiden, MS)",23,194
"Z39177 (Valley Park, MS)",1,a
"Z39179 (Vaughan, MS)",6,a
"Z39180 (Vicksburg, MS)",751,14628
"Z39181 (Vicksburg, MS)",11,c
"Z39182 (Vicksburg, MS)",14,101
"Z39183 (Vicksburg, MS)",255,2920
"Z39189 (Walnut Grove, MS)",30,435
"Z39190 (Washington, MS)",6,40
"Z39191 (Wesson, MS)",63,295
"Z39192 (West, MS)",17,58
"Z39193 (Whitfield, MS)",3,g
"Z39194 (Yazoo City, MS)",314,3422
"Z39201 (Jackson, MS)",458,8533
"Z39202 (Jackson, MS)",421,10942
"Z39203 (Jackson, MS)",100,929
"Z39204 (Jackson, MS)",433,8000
"Z39205 (Jackson, MS)",42,1800
"Z39206 (Jackson, MS)",511,6819
"Z39207 (Jackson, MS)",10,55
"Z39208 (Pearl, MS)",772,11786
"Z39209 (Jackson, MS)",534,7193
"Z39210 (Jackson, MS)",4,f
"Z39211 (Jackson, MS)",682,10431
"Z39212 (Jackson, MS)",302,3438
"Z39213 (Jackson, MS)",324,6041
"Z39215 (Jackson, MS)",22,191
"Z39216 (Jackson, MS)",510,14768
"Z39217 (Jackson, MS)",3,c
"Z39218 (Richland, MS)",283,7368
"Z39225 (Jackson, MS)",15,121
"Z39232 (Flowood, MS)",796,15181
"Z39236 (Jackson, MS)",36,453
"Z39269 (Jackson, MS)",6,c
"Z39272 (Byram, MS)",226,2781
"Z39282 (Jackson, MS)",10,213
"Z39283 (Jackson, MS)",3,74
"Z39284 (Jackson, MS)",9,66
"Z39286 (Jackson, MS)",6,45
"Z39288 (Pearl, MS)",30,361
"Z39289 (Jackson, MS)",6,f
"Z39296 (Jackson, MS)",14,287
"Z39298 (Jackson, MS)",2,a
"Z39301 (Meridian, MS)",1120,19367
"Z39302 (Meridian, MS)",76,752
"Z39303 (Meridian, MS)",16,113
"Z39304 (Meridian, MS)",12,232
"Z39305 (Meridian, MS)",365,3885
"Z39307 (Meridian, MS)",237,4433
"Z39309 (Meridian, MS)",16,365
"Z39320 (Bailey, MS)",19,59
"Z39322 (Buckatunna, MS)",21,126
"Z39323 (Chunky, MS)",8,26
"Z39324 (Clara, MS)",3,11
"Z39325 (Collinsville, MS)",63,435
"Z39326 (Daleville, MS)",5,9
"Z39327 (Decatur, MS)",59,447
"Z39328 (De Kalb, MS)",81,865
"Z39330 (Enterprise, MS)",31,170
"Z39332 (Hickory, MS)",19,65
"Z39335 (Lauderdale, MS)",19,130
"Z39336 (Lawrence, MS)",7,24
"Z39337 (Little Rock, MS)",14,31
"Z39338 (Louin, MS)",7,28
"Z39339 (Louisville, MS)",315,3919
"Z39341 (Macon, MS)",143,1390
"Z39342 (Marion, MS)",25,285
"Z39345 (Newton, MS)",131,2147
"Z39346 (Noxapater, MS)",30,193
"Z39347 (Pachuta, MS)",20,85
"Z39348 (Paulding, MS)",2,a
"Z39350 (Philadelphia, MS)",522,11192
"Z39352 (Porterville, MS)",4,a
"Z39354 (Preston, MS)",13,58
"Z39355 (Quitman, MS)",156,1507
"Z39356 (Rose Hill, MS)",3,a
"Z39358 (Scooba, MS)",22,244
"Z39359 (Sebastopol, MS)",30,1068
"Z39360 (Shubuta, MS)",30,208
"Z39361 (Shuqualak, MS)",24,215
"Z39362 (State Line, MS)",23,166
"Z39363 (Stonewall, MS)",14,228
"Z39364 (Toomsuba, MS)",27,203
"Z39365 (Union, MS)",99,937
"Z39366 (Vossburg, MS)",4,25
"Z39367 (Waynesboro, MS)",339,4402
"Z39401 (Hattiesburg, MS)",1116,18630
"Z39402 (Hattiesburg, MS)",1227,18228
"Z39403 (Hattiesburg, MS)",36,410
"Z39404 (Hattiesburg, MS)",55,4176
"Z39406 (Hattiesburg, MS)",6,e
"Z39407 (Hattiesburg, MS)",20,177
"Z39421 (Bassfield, MS)",43,e
"Z39422 (Bay Springs, MS)",122,2660
"Z39423 (Beaumont, MS)",20,338
"Z39425 (Brooklyn, MS)",15,106
"Z39426 (Carriere, MS)",84,512
"Z39427 (Carson, MS)",4,9
"Z39428 (Collins, MS)",220,3150
"Z39429 (Columbia, MS)",494,5960
"Z39437 (Ellisville, MS)",183,1951
"Z39439 (Heidelberg, MS)",61,563
"Z39440 (Laurel, MS)",755,12514
"Z39441 (Laurel, MS)",64,3955
"Z39442 (Laurel, MS)",18,193
"Z39443 (Laurel, MS)",221,1938
"Z39451 (Leakesville, MS)",64,420
"Z39452 (Lucedale, MS)",342,3249
"Z39455 (Lumberton, MS)",91,651
"Z39456 (Mc Lain, MS)",9,54
"Z39457 (Mc Neill, MS)",5,25
"Z39459 (Moselle, MS)",48,1221
"Z39461 (Neely, MS)",3,22
"Z39462 (New Augusta, MS)",29,f
"Z39463 (Nicholson, MS)",4,a
"Z39464 (Ovett, MS)",14,75
"Z39465 (Petal, MS)",313,2836
"Z39466 (Picayune, MS)",549,5324
"Z39470 (Poplarville, MS)",172,1446
"Z39474 (Prentiss, MS)",101,867
"Z39475 (Purvis, MS)",193,1632
"Z39476 (Richton, MS)",110,918
"Z39477 (Sandersville, MS)",19,e
"Z39478 (Sandy Hook, MS)",39,471
"Z39479 (Seminary, MS)",57,386
"Z39480 (Soso, MS)",29,204
"Z39481 (Stringer, MS)",21,215
"Z39482 (Sumrall, MS)",123,698
"Z39483 (Foxworth, MS)",70,367
"Z39501 (Gulfport, MS)",661,11747
"Z39502 (Gulfport, MS)",31,f
"Z39503 (Gulfport, MS)",981,15677
"Z39505 (Gulfport, MS)",27,455
"Z39506 (Gulfport, MS)",12,112
"Z39507 (Gulfport, MS)",448,3892
"Z39520 (Bay Saint Louis, MS)",269,3873
"Z39521 (Bay Saint Louis, MS)",12,23
"Z39522 (Stennis Space Center, MS)",7,95
"Z39525 (Diamondhead, MS)",101,1080
"Z39529 (Stennis Space Center, MS)",51,h
"Z39530 (Biloxi, MS)",295,11951
"Z39531 (Biloxi, MS)",456,6995
"Z39532 (Biloxi, MS)",442,4552
"Z39533 (Biloxi, MS)",28,f
"Z39534 (Biloxi, MS)",41,3259
"Z39535 (Biloxi, MS)",8,49
"Z39540 (Diberville, MS)",261,4233
"Z39552 (Escatawpa, MS)",20,381
"Z39553 (Gautier, MS)",244,3035
"Z39555 (Hurley, MS)",21,140
"Z39556 (Kiln, MS)",72,573
"Z39558 (Lakeshore, MS)",5,13
"Z39560 (Long Beach, MS)",262,2711
"Z39561 (Mc Henry, MS)",13,86
"Z39562 (Moss Point, MS)",136,1319
"Z39563 (Moss Point, MS)",196,2568
"Z39564 (Ocean Springs, MS)",688,8130
"Z39565 (Vancleave, MS)",141,1004
"Z39566 (Ocean Springs, MS)",18,163
"Z39567 (Pascagoula, MS)",406,6545
"Z39568 (Pascagoula, MS)",47,j
"Z39569 (Pascagoula, MS)",6,47
"Z39571 (Pass Christian, MS)",189,2069
"Z39572 (Pearlington, MS)",9,139
"Z39573 (Perkinston, MS)",44,273
"Z39574 (Saucier, MS)",113,535
"Z39576 (Waveland, MS)",130,1491
"Z39577 (Wiggins, MS)",228,2674
"Z39581 (Pascagoula, MS)",210,5612
"Z39595 (Pascagoula, MS)",3,a
"Z39601 (Brookhaven, MS)",641,9318
"Z39602 (Brookhaven, MS)",29,412
"Z39603 (Brookhaven, MS)",8,62
"Z39629 (Bogue Chitto, MS)",49,285
"Z39630 (Bude, MS)",28,345
"Z39631 (Centreville, MS)",53,653
"Z39632 (Chatawa, MS)",2,b
"Z39633 (Crosby, MS)",13,63
"Z39635 (Fernwood, MS)",15,329
"Z39638 (Gloster, MS)",51,291
"Z39641 (Jayess, MS)",47,251
"Z39643 (Kokomo, MS)",15,93
"Z39645 (Liberty, MS)",82,691
"Z39647 (Mc Call Creek, MS)",10,b
"Z39648 (Mccomb, MS)",659,7768
"Z39649 (Mccomb, MS)",36,f
"Z39652 (Magnolia, MS)",112,1312
"Z39653 (Meadville, MS)",57,687
"Z39654 (Monticello, MS)",115,1330
"Z39656 (Oak Vale, MS)",3,7
"Z39657 (Osyka, MS)",27,159
"Z39661 (Roxie, MS)",20,99
"Z39662 (Ruth, MS)",13,98
"Z39663 (Silver Creek, MS)",19,164
"Z39664 (Smithdale, MS)",15,b
"Z39665 (Sontag, MS)",6,44
"Z39666 (Summit, MS)",156,2545
"Z39667 (Tylertown, MS)",186,1499
"Z39668 (Union Church, MS)",4,b
"Z39669 (Woodville, MS)",91,839
"Z39701 (Columbus, MS)",511,9442
"Z39702 (Columbus, MS)",394,4794
"Z39703 (Columbus, MS)",51,1936
"Z39704 (Columbus, MS)",31,585
"Z39705 (Columbus, MS)",396,3696
"Z39710 (Columbus, MS)",19,110
"Z39730 (Aberdeen, MS)",225,2395
"Z39735 (Ackerman, MS)",86,998
"Z39736 (Artesia, MS)",5,7
"Z39737 (Bellefontaine, MS)",4,8
"Z39739 (Brooksville, MS)",33,183
"Z39740 (Caledonia, MS)",51,221
"Z39741 (Cedarbluff, MS)",9,26
"Z39743 (Crawford, MS)",14,61
"Z39744 (Eupora, MS)",109,1310
"Z39745 (French Camp, MS)",9,b
"Z39746 (Hamilton, MS)",41,f
"Z39747 (Kilmichael, MS)",20,135
"Z39750 (Maben, MS)",38,177
"Z39751 (Mantee, MS)",14,80
"Z39752 (Mathiston, MS)",28,176
"Z39753 (Mayhew, MS)",5,b
"Z39754 (Montpelier, MS)",1,a
"Z39755 (Pheba, MS)",7,51
"Z39756 (Prairie, MS)",14,71
"Z39759 (Starkville, MS)",734,9500
"Z39760 (Starkville, MS)",34,691
"Z39762 (Mississippi State, MS)",32,e
"Z39766 (Steens, MS)",32,c
"Z39767 (Stewart, MS)",5,21
"Z39769 (Sturgis, MS)",22,68
"Z39771 (Walthall, MS)",3,9
"Z39772 (Weir, MS)",13,121
"Z39773 (West Point, MS)",339,4009
"Z39776 (Woodland, MS)",20,b
"Z39813 (Arlington, GA)",37,506
"Z39815 (Attapulgus, GA)",16,258
"Z39817 (Bainbridge, GA)",239,2272
"Z39818 (Bainbridge, GA)",30,471
"Z39819 (Bainbridge, GA)",255,3114
"Z39823 (Blakely, GA)",180,1763
"Z39824 (Bluffton, GA)",2,b
"Z39825 (Brinson, GA)",14,68
"Z39826 (Bronwood, GA)",8,46
"Z39827 (Cairo, GA)",28,120
"Z39828 (Cairo, GA)",308,3060
"Z39829 (Calvary, GA)",3,b
"Z39832 (Cedar Springs, GA)",7,f
"Z39834 (Climax, GA)",22,162
"Z39836 (Coleman, GA)",6,16
"Z39837 (Colquitt, GA)",138,1143
"Z39840 (Cuthbert, GA)",106,1104
"Z39841 (Damascus, GA)",8,71
"Z39842 (Dawson, GA)",150,1420
"Z39845 (Donalsonville, GA)",172,1466
"Z39846 (Edison, GA)",29,206
"Z39851 (Fort Gaines, GA)",34,e
"Z39854 (Georgetown, GA)",32,179
"Z39859 (Iron City, GA)",9,a
"Z39861 (Jakin, GA)",10,a
"Z39862 (Leary, GA)",16,b
"Z39866 (Morgan, GA)",6,31
"Z39867 (Morris, GA)",5,38
"Z39870 (Newton, GA)",20,c
"Z39877 (Parrott, GA)",10,44
"Z39885 (Sasser, GA)",9,29
"Z39886 (Shellman, GA)",26,179
"Z39897 (Whigham, GA)",38,347
"Z40003 (Bagdad, KY)",20,195
"Z40004 (Bardstown, KY)",705,11560
"Z40006 (Bedford, KY)",46,380
"Z40007 (Bethlehem, KY)",3,e
"Z40008 (Bloomfield, KY)",51,256
"Z40009 (Bradfordsville, KY)",7,33
"Z40010 (Buckner, KY)",52,1060
"Z40011 (Campbellsburg, KY)",30,218
"Z40012 (Chaplin, KY)",10,43
"Z40013 (Coxs Creek, KY)",63,297
"Z40014 (Crestwood, KY)",416,2187
"Z40018 (Eastwood, KY)",4,a
"Z40019 (Eminence, KY)",60,892
"Z40020 (Fairfield, KY)",2,a
"Z40022 (Finchville, KY)",19,79
"Z40023 (Fisherville, KY)",70,198
"Z40025 (Glenview, KY)",3,a
"Z40026 (Goshen, KY)",83,308
"Z40027 (Harrods Creek, KY)",8,b
"Z40031 (La Grange, KY)",429,5429
"Z40032 (La Grange, KY)",2,a
"Z40033 (Lebanon, KY)",298,6079
"Z40036 (Lockport, KY)",1,b
"Z40037 (Loretto, KY)",25,c
"Z40040 (Mackville, KY)",8,13
"Z40041 (Masonic Home, KY)",4,e
"Z40045 (Milton, KY)",32,182
"Z40046 (Mount Eden, KY)",14,41
"Z40047 (Mount Washington, KY)",235,1920
"Z40048 (Nazareth, KY)",4,c
"Z40049 (Nerinx, KY)",1,c
"Z40050 (New Castle, KY)",33,109
"Z40051 (New Haven, KY)",59,252
"Z40052 (New Hope, KY)",7,32
"Z40055 (Pendleton, KY)",25,228
"Z40056 (Pewee Valley, KY)",51,421
"Z40057 (Pleasureville, KY)",18,b
"Z40058 (Port Royal, KY)",4,13
"Z40059 (Prospect, KY)",364,2130
"Z40060 (Raywick, KY)",11,45
"Z40061 (Saint Catharine, KY)",3,e
"Z40063 (Saint Mary, KY)",2,c
"Z40065 (Shelbyville, KY)",633,9730
"Z40066 (Shelbyville, KY)",21,108
"Z40067 (Simpsonville, KY)",121,996
"Z40068 (Smithfield, KY)",27,276
"Z40069 (Springfield, KY)",212,2146
"Z40070 (Sulphur, KY)",6,49
"Z40071 (Taylorsville, KY)",167,958
"Z40075 (Turners Station, KY)",5,a
"Z40076 (Waddy, KY)",31,232
"Z40077 (Westport, KY)",12,22
"Z40078 (Willisburg, KY)",25,70
"Z40104 (Battletown, KY)",6,120
"Z40107 (Boston, KY)",24,e
"Z40108 (Brandenburg, KY)",218,2200
"Z40109 (Brooks, KY)",73,2228
"Z40110 (Clermont, KY)",4,e
"Z40111 (Cloverport, KY)",21,149
"Z40115 (Custer, KY)",5,28
"Z40117 (Ekron, KY)",24,109
"Z40118 (Fairdale, KY)",77,831
"Z40119 (Falls of Rough, KY)",20,82
"Z40121 (Fort Knox, KY)",91,1816
"Z40122 (Fort Knox, KY)",4,c
"Z40129 (Hillview, KY)",1,a
"Z40140 (Garfield, KY)",4,b
"Z40142 (Guston, KY)",10,9
"Z40143 (Hardinsburg, KY)",155,1615
"Z40144 (Harned, KY)",18,50
"Z40145 (Hudson, KY)",8,b
"Z40146 (Irvington, KY)",45,292
"Z40150 (Lebanon Junction, KY)",48,990
"Z40152 (Mc Daniels, KY)",16,61
"Z40153 (Mc Quady, KY)",2,b
"Z40155 (Muldraugh, KY)",24,357
"Z40157 (Payneville, KY)",6,a
"Z40159 (Radcliff, KY)",7,f
"Z40160 (Radcliff, KY)",414,5427
"Z40161 (Rhodelia, KY)",2,a
"Z40162 (Rineyville, KY)",49,154
"Z40165 (Shepherdsville, KY)",529,7914
"Z40170 (Stephensport, KY)",6,6
"Z40171 (Union Star, KY)",3,c
"Z40175 (Vine Grove, KY)",113,598
"Z40176 (Webster, KY)",8,b
"Z40177 (West Point, KY)",18,65
"Z40178 (Westview, KY)",3,a
"Z40201 (Louisville, KY)",31,622
"Z40202 (Louisville, KY)",1567,53014
"Z40203 (Louisville, KY)",524,12560
"Z40204 (Louisville, KY)",523,7272
"Z40205 (Louisville, KY)",634,10756
"Z40206 (Louisville, KY)",613,10601
"Z40207 (Louisville, KY)",1580,25448
"Z40208 (Louisville, KY)",305,5753
"Z40209 (Louisville, KY)",212,6852
"Z40210 (Louisville, KY)",183,5523
"Z40211 (Louisville, KY)",275,5135
"Z40212 (Louisville, KY)",133,1702
"Z40213 (Louisville, KY)",768,28241
"Z40214 (Louisville, KY)",653,12027
"Z40215 (Louisville, KY)",204,2980
"Z40216 (Louisville, KY)",653,10627
"Z40217 (Louisville, KY)",284,5673
"Z40218 (Louisville, KY)",947,18234
"Z40219 (Louisville, KY)",795,16621
"Z40220 (Louisville, KY)",595,10130
"Z40221 (Louisville, KY)",15,135
"Z40222 (Louisville, KY)",1124,20137
"Z40223 (Louisville, KY)",1061,24777
"Z40224 (Louisville, KY)",3,c
"Z40225 (Louisville, KY)",14,g
"Z40228 (Louisville, KY)",286,3348
"Z40229 (Louisville, KY)",350,9020
"Z40231 (Louisville, KY)",3,54
"Z40232 (Louisville, KY)",18,897
"Z40233 (Louisville, KY)",8,148
"Z40241 (Louisville, KY)",636,10111
"Z40242 (Louisville, KY)",112,875
"Z40243 (Louisville, KY)",517,6698
"Z40245 (Louisville, KY)",476,4595
"Z40250 (Louisville, KY)",8,a
"Z40251 (Louisville, KY)",4,27
"Z40252 (Louisville, KY)",15,52
"Z40253 (Louisville, KY)",17,146
"Z40255 (Louisville, KY)",5,13
"Z40256 (Louisville, KY)",10,c
"Z40257 (Louisville, KY)",5,32
"Z40258 (Louisville, KY)",400,8512
"Z40259 (Louisville, KY)",9,b
"Z40261 (Louisville, KY)",2,c
"Z40266 (Louisville, KY)",1,c
"Z40268 (Louisville, KY)",5,a
"Z40269 (Louisville, KY)",18,262
"Z40270 (Louisville, KY)",4,b
"Z40272 (Louisville, KY)",357,3877
"Z40280 (Louisville, KY)",5,f
"Z40282 (Louisville, KY)",1,a
"Z40289 (Louisville, KY)",2,b
"Z40291 (Louisville, KY)",479,4170
"Z40292 (Louisville, KY)",13,e
"Z40294 (Louisville, KY)",1,a
"Z40295 (Louisville, KY)",2,a
"Z40297 (Louisville, KY)",1,b
"Z40298 (Louisville, KY)",1,a
"Z40299 (Louisville, KY)",1493,28109
"Z40310 (Burgin, KY)",16,c
"Z40311 (Carlisle, KY)",76,529
"Z40312 (Clay City, KY)",51,526
"Z40313 (Clearfield, KY)",17,61
"Z40317 (Elliottville, KY)",1,a
"Z40319 (Farmers, KY)",3,b
"Z40322 (Frenchburg, KY)",46,e
"Z40324 (Georgetown, KY)",787,19743
"Z40328 (Gravel Switch, KY)",10,b
"Z40330 (Harrodsburg, KY)",334,4479
"Z40334 (Hope, KY)",1,b
"Z40336 (Irvine, KY)",165,1669
"Z40337 (Jeffersonville, KY)",20,176
"Z40339 (Keene, KY)",2,a
"Z40340 (Nicholasville, KY)",12,111
"Z40342 (Lawrenceburg, KY)",321,3193
"Z40346 (Means, KY)",6,c
"Z40347 (Midway, KY)",56,772
"Z40348 (Millersburg, KY)",10,e
"Z40350 (Moorefield, KY)",2,a
"Z40351 (Morehead, KY)",448,7533
"Z40353 (Mount Sterling, KY)",487,9081
"Z40355 (New Liberty, KY)",3,4
"Z40356 (Nicholasville, KY)",885,11446
"Z40357 (North Middletown, KY)",5,35
"Z40358 (Olympia, KY)",9,113
"Z40359 (Owenton, KY)",101,1249
"Z40360 (Owingsville, KY)",77,676
"Z40361 (Paris, KY)",322,5412
"Z40362 (Paris, KY)",21,92
"Z40363 (Perry Park, KY)",5,41
"Z40366 (Preston, KY)",2,a
"Z40370 (Sadieville, KY)",19,60
"Z40371 (Salt Lick, KY)",33,92
"Z40372 (Salvisa, KY)",33,115
"Z40374 (Sharpsburg, KY)",13,121
"Z40376 (Slade, KY)",10,24
"Z40379 (Stamping Ground, KY)",33,137
"Z40380 (Stanton, KY)",101,921
"Z40383 (Versailles, KY)",461,5727
"Z40384 (Versailles, KY)",1,b
"Z40385 (Waco, KY)",22,c
"Z40387 (Wellington, KY)",9,b
"Z40390 (Wilmore, KY)",81,2068
"Z40391 (Winchester, KY)",718,10165
"Z40392 (Winchester, KY)",27,615
"Z40402 (Annville, KY)",23,395
"Z40403 (Berea, KY)",382,5196
"Z40404 (Berea, KY)",3,b
"Z40405 (Bighill, KY)",1,a
"Z40409 (Brodhead, KY)",32,309
"Z40410 (Bryantsville, KY)",2,a
"Z40419 (Crab Orchard, KY)",23,104
"Z40422 (Danville, KY)",674,13163
"Z40423 (Danville, KY)",29,322
"Z40434 (Gray Hawk, KY)",3,20
"Z40437 (Hustonville, KY)",40,255
"Z40440 (Junction City, KY)",19,102
"Z40442 (Kings Mountain, KY)",4,a
"Z40444 (Lancaster, KY)",186,1392
"Z40445 (Livingston, KY)",2,a
"Z40446 (Lancaster, KY)",7,b
"Z40447 (Mc Kee, KY)",66,641
"Z40448 (Mc Kinney, KY)",4,32
"Z40456 (Mount Vernon, KY)",175,2121
"Z40460 (Orlando, KY)",3,b
"Z40461 (Paint Lick, KY)",27,98
"Z40464 (Parksville, KY)",5,a
"Z40468 (Perryville, KY)",15,56
"Z40472 (Ravenna, KY)",15,52
"Z40473 (Renfro Valley, KY)",1,a
"Z40475 (Richmond, KY)",1134,14359
"Z40476 (Richmond, KY)",32,1111
"Z40481 (Sandgap, KY)",5,13
"Z40484 (Stanford, KY)",195,2896
"Z40486 (Tyner, KY)",6,47
"Z40489 (Waynesburg, KY)",29,137
"Z40495 (Winston, KY)",2,c
"Z40502 (Lexington, KY)",622,8161
"Z40503 (Lexington, KY)",1408,21750
"Z40504 (Lexington, KY)",667,12665
"Z40505 (Lexington, KY)",751,13935
"Z40506 (Lexington, KY)",19,149
"Z40507 (Lexington, KY)",626,8192
"Z40508 (Lexington, KY)",514,12672
"Z40509 (Lexington, KY)",1235,21800
"Z40510 (Lexington, KY)",111,2271
"Z40511 (Lexington, KY)",861,21439
"Z40512 (Lexington, KY)",3,68
"Z40513 (Lexington, KY)",327,4378
"Z40514 (Lexington, KY)",113,593
"Z40515 (Lexington, KY)",308,2314
"Z40516 (Lexington, KY)",44,857
"Z40517 (Lexington, KY)",456,5927
"Z40522 (Lexington, KY)",14,25
"Z40523 (Lexington, KY)",11,253
"Z40524 (Lexington, KY)",4,7
"Z40533 (Lexington, KY)",5,120
"Z40536 (Lexington, KY)",7,e
"Z40544 (Lexington, KY)",3,22
"Z40546 (Lexington, KY)",3,b
"Z40550 (Lexington, KY)",2,a
"Z40555 (Lexington, KY)",15,216
"Z40575 (Lexington, KY)",3,b
"Z40576 (Lexington, KY)",2,a
"Z40577 (Lexington, KY)",1,a
"Z40578 (Lexington, KY)",2,a
"Z40579 (Lexington, KY)",1,a
"Z40580 (Lexington, KY)",1,a
"Z40581 (Lexington, KY)",3,b
"Z40582 (Lexington, KY)",2,c
"Z40583 (Lexington, KY)",9,f
"Z40588 (Lexington, KY)",18,f
"Z40591 (Lexington, KY)",9,32
"Z40601 (Frankfort, KY)",1104,14420
"Z40602 (Frankfort, KY)",31,e
"Z40603 (Frankfort, KY)",3,b
